step,loss,lr,tokens_per_sec,mem_gb,entropy
5480,0.827,1.3e-05,11321,8.5,1.386
5490,0.8686,1.3e-05,11493,8.4,1.386
5500,0.9789,1.3e-05,11517,8.4,1.386
5510,0.9302,1.3e-05,11505,8.4,1.386
5520,0.8914,1.3e-05,11513,8.5,1.386
5530,0.8449,1.3e-05,11497,8.4,1.386
5540,0.7663,1.3e-05,11257,8.4,1.386
5550,0.9298,1.2e-05,11471,8.4,1.386
5560,0.9758,1.2e-05,11519,8.4,1.386
5570,0.8575,1.2e-05,11489,8.4,1.386
5580,0.8483,1.2e-05,11506,8.4,1.386
5590,0.8479,1.2e-05,11504,8.4,1.386
5600,0.8489,1.2e-05,11325,8.4,1.386
5610,0.8655,1.2e-05,11498,8.4,1.386
5620,0.8622,1.2e-05,11514,8.4,1.386
5630,0.9507,1.2e-05,11506,8.4,1.386
5640,0.9426,1.2e-05,11499,8.4,1.386
5650,0.8133,1.2e-05,11278,8.4,1.386
5660,0.8649,1.2e-05,11498,8.4,1.386
5670,0.8464,1.2e-05,11493,8.4,1.386
5680,0.914,1.2e-05,11507,8.4,1.386
5690,0.8384,1.2e-05,11496,8.4,1.386
5700,0.909,1.2e-05,11505,8.4,1.386
5710,0.9214,1.2e-05,11312,8.4,1.386
5720,0.8839,1.2e-05,11493,8.4,1.386
5730,0.8746,1.2e-05,11496,8.4,1.386
5740,0.7808,1.2e-05,11511,8.4,1.386
5750,0.8247,1.2e-05,11506,8.4,1.386
5760,0.9706,1.2e-05,11493,8.4,1.386
5770,0.8465,1.2e-05,11303,8.4,1.386
5780,0.9617,1.2e-05,11486,8.5,1.386
5790,1.0076,1.2e-05,11503,8.4,1.386
5800,0.9189,1.2e-05,11518,8.5,1.386
5810,0.9629,1.2e-05,11507,8.4,1.386
5820,0.9465,1.2e-05,11509,8.4,1.386
5830,0.8726,1.2e-05,11278,8.4,1.386
5840,0.9566,1.2e-05,11507,8.4,1.386
5850,0.857,1.2e-05,11495,8.4,1.386
5860,0.8731,1.2e-05,11507,8.4,1.386
5870,0.8403,1.2e-05,11504,8.4,1.386
5880,0.8787,1.2e-05,11316,8.5,1.386
5890,0.856,1.2e-05,11517,8.4,1.386
5900,0.8742,1.2e-05,11513,8.4,1.386
5910,0.9015,1.2e-05,11519,8.4,1.386
5920,0.8916,1.2e-05,11502,8.4,1.386
5930,0.866,1.2e-05,11506,8.4,1.386
5940,0.9365,1.2e-05,11345,8.4,1.386
5950,0.9638,1.2e-05,11515,8.5,1.386
5960,0.9686,1.2e-05,11501,8.4,1.386
5970,0.924,1.1e-05,11500,8.4,1.386
5980,0.8526,1.1e-05,11504,8.4,1.386
5990,0.9031,1.1e-05,11490,8.4,1.386
6000,0.8855,1.1e-05,11333,8.4,1.386
6010,0.9493,1.1e-05,10363,8.4,1.386
6020,0.8708,1.1e-05,11493,8.4,1.386
6030,0.9005,1.1e-05,11502,8.4,1.386
6040,0.9802,1.1e-05,11503,8.4,1.386
6050,0.9492,1.1e-05,11504,8.4,1.386
6060,0.8153,1.1e-05,11281,8.4,1.386
6070,0.8996,1.1e-05,11501,8.5,1.386
6080,0.8005,1.1e-05,11494,8.4,1.386
6090,0.9693,1.1e-05,11495,8.4,1.386
6100,0.9091,1.1e-05,11507,8.4,1.386
6110,0.8589,1.1e-05,11307,8.4,1.386
6120,0.8618,1.1e-05,11496,8.4,1.386
6130,0.8584,1.1e-05,11512,8.4,1.386
6140,0.8306,1.1e-05,11502,8.4,1.386
6150,0.8497,1.1e-05,11502,8.4,1.386
6160,0.9743,1.1e-05,11502,8.4,1.386
6170,0.8041,1.1e-05,11291,8.4,1.386
6180,0.9073,1.1e-05,11499,8.4,1.386
6190,0.8765,1.1e-05,11497,8.4,1.386
6200,0.8505,1.1e-05,11507,8.4,1.386
6210,0.8477,1.1e-05,11501,8.4,1.386
6220,1.0115,1.1e-05,11500,8.4,1.386
6230,0.9144,1.1e-05,11307,8.4,1.386
6240,0.7888,1.1e-05,11495,8.5,1.386
6250,0.8873,1.1e-05,11486,8.4,1.386
6260,0.9124,1.1e-05,11489,8.4,1.386
6270,0.9132,1.1e-05,11488,8.4,1.386
6280,0.8157,1.1e-05,11313,8.4,1.386
6290,0.8663,1.1e-05,11481,8.4,1.386
6300,0.844,1.1e-05,11501,8.4,1.386
6310,0.9483,1.1e-05,11495,8.4,1.386
6320,0.8986,1.1e-05,11507,8.4,1.386
6330,0.9233,1.1e-05,11510,8.4,1.386
6340,0.9438,1.1e-05,11320,8.4,1.386
6350,0.8477,1.1e-05,11471,8.4,1.386
6360,0.9299,1.1e-05,11465,8.4,1.386
6370,0.8607,1.1e-05,11475,8.4,1.386
6380,0.9575,1e-05,11512,8.5,1.386
6390,0.8987,1e-05,11492,8.4,1.386
6400,0.9064,1e-05,11254,8.4,1.386
6410,0.9672,1e-05,11511,8.4,1.386
6420,0.8446,1e-05,11515,8.4,1.386
6430,0.8152,1e-05,11500,8.4,1.386
6440,0.8783,1e-05,11509,8.5,1.386
6450,0.8833,1e-05,11504,8.4,1.386
6460,0.8901,1e-05,11320,8.4,1.386
6470,0.9046,1e-05,11493,8.4,1.386
6480,0.8981,1e-05,11496,8.4,1.386
6490,0.8746,1e-05,11497,8.4,1.386
6500,0.8913,1e-05,11507,8.4,1.386
6510,0.9405,1e-05,11272,8.4,1.386
6520,0.8882,1e-05,11506,8.4,1.386
6530,0.8445,1e-05,11513,8.4,1.386
6540,0.8977,1e-05,11505,8.4,1.386
6550,0.9317,1e-05,11517,8.4,1.386
6560,0.8934,1e-05,11500,8.4,1.386
6570,0.8953,1e-05,11317,8.4,1.386
6580,0.8532,1e-05,11498,8.4,1.386
6590,0.7913,1e-05,11507,8.4,1.386
6600,0.8549,1e-05,11500,8.4,1.386
6610,0.817,1e-05,11501,8.4,1.386
6620,0.9044,1e-05,11511,8.4,1.386
6630,0.8996,1e-05,11323,8.4,1.386
6640,0.8793,1e-05,11507,8.4,1.386
6650,0.9721,1e-05,11493,8.4,1.386
6660,0.9201,1e-05,11510,8.4,1.386
6670,0.8606,1e-05,11513,8.4,1.386
6680,0.8719,1e-05,11498,8.4,1.386
6690,0.8292,1e-05,11318,8.4,1.386
6700,0.9161,1e-05,11503,8.4,1.386
6710,0.8011,1e-05,11492,8.4,1.386
6720,0.845,1e-05,11504,8.4,1.386
6730,0.7947,1e-05,11476,8.4,1.386
6740,0.9107,1e-05,11516,8.4,1.386
6750,0.8641,1e-05,11327,8.4,1.386
6760,0.9235,1e-05,11510,8.4,1.386
6770,0.8427,1e-05,11521,8.5,1.386
6780,0.8706,1e-05,11504,8.4,1.386
6790,0.8473,9e-06,11501,8.4,1.386
6800,0.9066,9e-06,11514,8.4,1.386
6810,0.8436,9e-06,11336,8.4,1.386
6820,0.8957,9e-06,11488,8.4,1.386
6830,0.8487,9e-06,11502,8.4,1.386
6840,0.873,9e-06,11514,8.4,1.386
6850,0.907,9e-06,11523,8.5,1.386
6860,0.9032,9e-06,11329,8.5,1.386
6870,0.8303,9e-06,11506,8.4,1.386
6880,0.916,9e-06,11522,8.5,1.386
6890,0.8884,9e-06,11510,8.5,1.386
6900,0.8437,9e-06,11513,8.4,1.386
6910,0.852,9e-06,11506,8.4,1.386
6920,0.8827,9e-06,11308,8.4,1.386
6930,0.8701,9e-06,11491,8.4,1.386
6940,0.7862,9e-06,11500,8.4,1.386
6950,0.7771,9e-06,11504,8.4,1.386
6960,0.8051,9e-06,11503,8.4,1.386
6970,0.8385,9e-06,11496,8.4,1.386
6980,0.8269,9e-06,11317,8.4,1.386
6990,0.8832,9e-06,11500,8.4,1.386
7000,0.8586,9e-06,11500,8.4,1.386
7010,0.923,9e-06,11499,8.5,1.386
7020,0.8629,9e-06,11503,8.5,1.386
7030,0.8792,9e-06,11284,8.4,1.386
7040,0.8742,9e-06,11518,8.4,1.386
7050,0.9282,9e-06,11521,8.4,1.386
7060,0.8031,9e-06,11484,8.4,1.386
7070,0.8949,9e-06,11488,8.4,1.386
7080,0.8747,9e-06,11483,8.4,1.386
7090,0.8642,9e-06,11156,8.4,1.386
7100,0.8024,9e-06,11491,8.4,1.386
7110,0.8831,9e-06,11513,8.4,1.386
7120,0.8667,9e-06,11499,8.4,1.386
7130,0.8772,9e-06,11501,8.4,1.386
7140,0.8357,9e-06,11510,8.4,1.386
7150,0.7865,9e-06,11240,8.4,1.386
7160,0.8861,9e-06,11506,8.4,1.386
7170,0.8897,9e-06,11515,8.4,1.386
7180,0.8933,9e-06,11506,8.4,1.386
7190,0.8683,9e-06,11513,8.4,1.386
7200,0.8995,9e-06,11276,8.4,1.386
7210,0.9048,8e-06,11502,8.4,1.386
7220,0.8318,8e-06,11504,8.4,1.386
7230,0.8165,8e-06,11510,8.5,1.386
7240,0.846,8e-06,11501,8.4,1.386
7250,0.8228,8e-06,11511,8.4,1.386
7260,0.8211,8e-06,11277,8.4,1.386
7270,0.8471,8e-06,11500,8.4,1.386
7280,0.8374,8e-06,11505,8.4,1.386
7290,0.8732,8e-06,11498,8.4,1.386
7300,0.908,8e-06,11502,8.4,1.386
7310,0.8286,8e-06,11489,8.4,1.386
7320,0.8804,8e-06,11370,8.4,1.386
7330,0.8979,8e-06,11503,8.5,1.386
7340,0.8463,8e-06,11506,8.4,1.386
7350,0.768,8e-06,11496,8.4,1.386
7360,0.9434,8e-06,11508,8.4,1.386
7370,0.8668,8e-06,11509,8.5,1.386
7380,0.8057,8e-06,11317,8.4,1.386
7390,0.8123,8e-06,11510,8.4,1.386
7400,0.9697,8e-06,11504,8.4,1.386
7410,0.8461,8e-06,11511,8.4,1.386
7420,0.8717,8e-06,11504,8.4,1.386
7430,0.8372,8e-06,11291,8.4,1.386
7440,0.8887,8e-06,11502,8.4,1.386
7450,0.8398,8e-06,11513,8.4,1.386
7460,0.8141,8e-06,11515,8.5,1.386
7470,0.8772,8e-06,11501,8.4,1.386
7480,0.7935,8e-06,11511,8.4,1.386
7490,0.8712,8e-06,11314,8.4,1.386
7500,0.9446,8e-06,11502,8.4,1.386
7510,0.7865,8e-06,11501,8.4,1.386
7520,0.8967,8e-06,11501,8.4,1.386
7530,0.805,8e-06,11482,8.4,1.386
7540,0.8554,8e-06,11493,8.4,1.386
7550,0.8742,8e-06,11289,8.4,1.386
7560,0.8782,8e-06,11497,8.4,1.386
7570,0.8149,8e-06,11499,8.4,1.386
7580,0.832,8e-06,11497,8.4,1.386
7590,0.8376,8e-06,11498,8.4,1.386
7600,0.8438,8e-06,11490,8.4,1.386
7610,0.8767,8e-06,11330,8.4,1.386
7620,0.8728,8e-06,11507,8.4,1.386
7630,0.8531,7e-06,11501,8.4,1.386
7640,0.7428,7e-06,11498,8.4,1.386
7650,0.8719,7e-06,11498,8.4,1.386
7660,0.7392,7e-06,11484,8.4,1.386
7670,0.9137,7e-06,11292,8.4,1.386
7680,0.8539,7e-06,11520,8.4,1.386
7690,0.8227,7e-06,11501,8.4,1.386
7700,0.8487,7e-06,11508,8.5,1.386
7710,0.8636,7e-06,11497,8.4,1.386
7720,0.8517,7e-06,11300,8.4,1.386
7730,0.8247,7e-06,11482,8.4,1.386
7740,0.7923,7e-06,11505,8.4,1.386
7750,0.8549,7e-06,11499,8.4,1.386
7760,0.8114,7e-06,11496,8.4,1.386
7770,0.8301,7e-06,11511,8.4,1.386
7780,0.8865,7e-06,11299,8.4,1.386
7790,0.8999,7e-06,11497,8.4,1.386
7800,0.8768,7e-06,11483,8.4,1.386
7810,0.8403,7e-06,11490,8.4,1.386
7820,0.9265,7e-06,11488,8.4,1.386
7830,0.8214,7e-06,11486,8.4,1.386
7840,0.8369,7e-06,11315,8.4,1.386
7850,0.8159,7e-06,11495,8.4,1.386
7860,0.9404,7e-06,11518,8.4,1.386
7870,0.7871,7e-06,11508,8.4,1.386
7880,0.8423,7e-06,11506,8.4,1.386
7890,0.9488,7e-06,11303,8.4,1.386
7900,0.8367,7e-06,11524,8.4,1.386
7910,0.8254,7e-06,11502,8.4,1.386
7920,0.8607,7e-06,11498,8.4,1.386
7930,0.9155,7e-06,11493,8.4,1.386
7940,0.7669,7e-06,11506,8.4,1.386
7950,0.8926,7e-06,11251,8.4,1.386
7960,0.85,7e-06,11508,8.4,1.386
7970,0.8903,7e-06,11494,8.4,1.386
7980,0.8815,7e-06,11470,8.4,1.386
7990,0.862,7e-06,11471,8.4,1.386
8000,0.839,7e-06,11462,8.4,1.386
8010,0.8913,7e-06,10114,8.4,1.386
8020,0.8635,7e-06,11461,8.4,1.386
8030,0.8968,7e-06,11475,8.4,1.386
8040,0.891,7e-06,11489,8.5,1.386
8050,0.844,7e-06,11461,8.4,1.386
8060,0.871,6e-06,11485,8.4,1.386
8070,0.8384,6e-06,11288,8.4,1.386
8080,0.8905,6e-06,11503,8.4,1.386
8090,0.7418,6e-06,11487,8.4,1.386
8100,0.8875,6e-06,11480,8.4,1.386
8110,0.8153,6e-06,11501,8.4,1.386
8120,0.8986,6e-06,11493,8.4,1.386
8130,0.841,6e-06,11286,8.4,1.386
8140,0.768,6e-06,11515,8.4,1.386
8150,0.864,6e-06,11511,8.4,1.386
8160,0.8262,6e-06,11502,8.4,1.386
8170,0.8371,6e-06,11501,8.4,1.386
8180,0.8519,6e-06,11344,8.4,1.386
8190,0.8227,6e-06,11504,8.4,1.386
8200,0.8193,6e-06,11498,8.4,1.386
8210,0.8459,6e-06,11482,8.4,1.386
8220,0.9354,6e-06,11502,8.4,1.386
8230,0.8559,6e-06,11492,8.4,1.386
8240,0.8334,6e-06,11318,8.4,1.386
8250,0.8241,6e-06,11501,8.4,1.386
8260,0.8319,6e-06,11500,8.4,1.386
8270,0.9044,6e-06,11511,8.5,1.386
8280,0.8582,6e-06,11514,8.4,1.386
8290,0.9192,6e-06,11499,8.4,1.386
8300,0.852,6e-06,11295,8.4,1.386
8310,0.7828,6e-06,11502,8.4,1.386
8320,0.8969,6e-06,11456,8.4,1.386
8330,0.8258,6e-06,11488,8.4,1.386
8340,0.898,6e-06,11471,8.4,1.386
8350,0.8998,6e-06,11481,8.4,1.386
8360,0.8199,6e-06,11195,8.5,1.386
8370,0.8068,6e-06,11486,8.4,1.386
8380,0.8617,6e-06,11466,8.5,1.386
8390,0.8995,6e-06,11464,8.4,1.386
8400,0.7998,6e-06,11487,8.4,1.386
8410,0.8702,6e-06,11457,8.5,1.386
8420,0.8504,6e-06,11197,8.4,1.386
8430,0.8232,6e-06,11453,8.4,1.386
8440,0.8627,6e-06,11470,8.4,1.386
8450,0.8091,6e-06,11483,8.4,1.386
8460,0.8695,6e-06,11458,8.4,1.386
8470,0.7954,6e-06,11458,8.4,1.386
8480,0.8567,6e-06,11172,8.5,1.386
8490,0.8707,6e-06,11466,8.4,1.386
8500,0.8581,6e-06,11473,8.4,1.386
8510,0.8519,6e-06,11473,8.4,1.386
8520,0.8149,5e-06,11470,8.4,1.386
8530,0.8039,5e-06,11478,8.4,1.386
8540,0.8571,5e-06,11121,8.4,1.386
8550,0.81,5e-06,11478,8.4,1.386
8560,0.8428,5e-06,11471,8.5,1.386
8570,0.8743,5e-06,11463,8.4,1.386
8580,0.8613,5e-06,11475,8.4,1.386
8590,0.8725,5e-06,11209,8.4,1.386
8600,0.7864,5e-06,11472,8.4,1.386
8610,0.8238,5e-06,11488,8.4,1.386
8620,0.7746,5e-06,11471,8.4,1.386
8630,0.9566,5e-06,11471,8.4,1.386
8640,0.8295,5e-06,11471,8.4,1.386
8650,0.8488,5e-06,11105,8.4,1.386
8660,0.8438,5e-06,11483,8.4,1.386
8670,0.8906,5e-06,11464,8.4,1.386
8680,0.8871,5e-06,11465,8.5,1.386
8690,0.7958,5e-06,11481,8.4,1.386
8700,0.9128,5e-06,11516,8.4,1.386
8710,0.8957,5e-06,11205,8.4,1.386
8720,0.8602,5e-06,11473,8.4,1.386
8730,0.8118,5e-06,11473,8.4,1.386
8740,0.8333,5e-06,11473,8.4,1.386
8750,0.8473,5e-06,11456,8.4,1.386
8760,0.8764,5e-06,11475,8.4,1.386
8770,0.8826,5e-06,11162,8.4,1.386
8780,0.8617,5e-06,11478,8.4,1.386
8790,0.8792,5e-06,11488,8.4,1.386
8800,0.8866,5e-06,11467,8.4,1.386
8810,0.9482,5e-06,11483,8.4,1.386
8820,0.8479,5e-06,11475,8.4,1.386
8830,0.8473,5e-06,11196,8.4,1.386
8840,0.8832,5e-06,11464,8.4,1.386
8850,0.8613,5e-06,11465,8.4,1.386
8860,0.7265,5e-06,11468,8.4,1.386
8870,0.7892,5e-06,11473,8.4,1.386
8880,0.7797,5e-06,10995,8.4,1.386
8890,0.8205,5e-06,11457,8.4,1.386
8900,0.8892,5e-06,11472,8.4,1.386
8910,0.803,5e-06,11486,8.4,1.386
8920,0.8829,5e-06,11508,8.4,1.386
8930,0.8088,5e-06,11484,8.4,1.386
8940,0.9006,5e-06,11281,8.5,1.386
8950,0.8062,5e-06,11473,8.4,1.386
8960,0.962,5e-06,11485,8.4,1.386
8970,0.9285,5e-06,11474,8.4,1.386
8980,0.8787,5e-06,11498,8.4,1.386
8990,0.8533,4e-06,11491,8.4,1.386
9000,0.8609,4e-06,11225,8.4,1.386
9010,0.8784,4e-06,11525,8.4,1.386
9020,0.8237,4e-06,11478,8.4,1.386
9030,0.885,4e-06,11490,8.4,1.386
9040,0.8873,4e-06,11506,8.4,1.386
9050,0.9505,4e-06,11510,8.4,1.386
9060,0.8035,4e-06,11302,8.4,1.386
9070,0.8388,4e-06,11511,8.4,1.386
9080,0.8429,4e-06,11498,8.4,1.386
9090,0.7626,4e-06,11496,8.4,1.386
9100,0.9117,4e-06,11496,8.4,1.386
9110,0.8003,4e-06,11298,8.4,1.386
9120,0.777,4e-06,11503,8.4,1.386
9130,0.8643,4e-06,11497,8.4,1.386
9140,0.8119,4e-06,11507,8.4,1.386
9150,0.9259,4e-06,11493,8.4,1.386
9160,0.8558,4e-06,11510,8.4,1.386
9170,0.873,4e-06,11314,8.4,1.386
9180,0.8372,4e-06,11504,8.4,1.386
9190,0.7796,4e-06,11492,8.4,1.386
9200,0.8596,4e-06,11492,8.4,1.386
9210,0.8898,4e-06,11499,8.4,1.386
9220,0.7915,4e-06,11510,8.4,1.386
9230,0.8762,4e-06,11312,8.4,1.386
9240,0.9007,4e-06,11498,8.4,1.386
9250,0.8558,4e-06,11501,8.4,1.386
9260,0.868,4e-06,11497,8.4,1.386
9270,0.8228,4e-06,11505,8.4,1.386
9280,0.8306,4e-06,11501,8.4,1.386
9290,0.8365,4e-06,11265,8.4,1.386
9300,0.8156,4e-06,11485,8.4,1.386
9310,0.771,4e-06,11499,8.4,1.386
9320,0.8845,4e-06,11510,8.4,1.386
9330,0.7716,4e-06,11503,8.4,1.386
9340,0.8293,4e-06,11309,8.4,1.386
9350,0.8332,4e-06,11490,8.4,1.386
9360,0.8732,4e-06,11496,8.4,1.386
9370,0.916,4e-06,11499,8.4,1.386
9380,0.8496,4e-06,11513,8.4,1.386
9390,0.85,4e-06,11491,8.4,1.386
9400,0.843,4e-06,11239,8.4,1.386
9410,0.8298,4e-06,11507,8.4,1.386
9420,0.8687,4e-06,11501,8.4,1.386
9430,0.8726,4e-06,11508,8.4,1.386
9440,0.9092,4e-06,11501,8.4,1.386
9450,0.8684,4e-06,11510,8.4,1.386
9460,0.8758,4e-06,11300,8.4,1.386
9470,0.8706,4e-06,11490,8.4,1.386
9480,0.8579,4e-06,11510,8.4,1.386
9490,0.8385,4e-06,11507,8.4,1.386
9500,0.884,4e-06,11488,8.4,1.386
9510,0.8535,3e-06,11507,8.4,1.386
9520,0.7737,3e-06,11258,8.4,1.386
9530,0.8685,3e-06,11502,8.4,1.386
9540,0.8221,3e-06,11502,8.5,1.386
9550,0.8192,3e-06,11517,8.5,1.386
9560,0.8687,3e-06,11504,8.4,1.386
9570,0.806,3e-06,11286,8.4,1.386
9580,0.8416,3e-06,11503,8.5,1.386
9590,0.9241,3e-06,11494,8.4,1.386
9600,0.7306,3e-06,11520,8.5,1.386
9610,0.7643,3e-06,11495,8.4,1.386
9620,0.75,3e-06,11495,8.4,1.386
9630,0.8206,3e-06,11274,8.4,1.386
9640,0.8892,3e-06,11484,8.4,1.386
9650,0.8612,3e-06,11501,8.4,1.386
9660,0.8528,3e-06,11500,8.4,1.386
9670,0.8351,3e-06,11501,8.4,1.386
9680,0.9216,3e-06,11507,8.4,1.386
9690,0.8088,3e-06,11307,8.4,1.386
9700,0.7716,3e-06,11498,8.5,1.386
9710,0.8297,3e-06,11495,8.4,1.386
9720,0.8146,3e-06,11483,8.4,1.386
9730,0.8084,3e-06,11513,8.5,1.386
9740,0.8807,3e-06,11286,8.4,1.386
9750,0.8423,3e-06,11510,8.4,1.386
9760,0.8335,3e-06,11495,8.4,1.386
9770,0.8317,3e-06,11510,8.4,1.386
9780,0.8409,3e-06,11500,8.4,1.386
9790,0.751,3e-06,11506,8.4,1.386
9800,0.8929,3e-06,11287,8.5,1.386
9810,0.896,3e-06,11504,8.4,1.386
9820,0.8397,3e-06,11493,8.4,1.386
9830,0.9203,3e-06,11505,8.4,1.386
9840,0.8414,3e-06,11502,8.4,1.386
9850,0.7304,3e-06,11490,8.4,1.386
9860,0.837,3e-06,11283,8.4,1.386
9870,0.8309,3e-06,11506,8.4,1.386
9880,0.8494,3e-06,11503,8.4,1.386
9890,0.8647,3e-06,11507,8.4,1.386
9900,0.8601,3e-06,11509,8.4,1.386
9910,0.8782,3e-06,11517,8.4,1.386
9920,0.9208,3e-06,11299,8.4,1.386
9930,0.8988,3e-06,11495,8.4,1.386
9940,0.8216,3e-06,11499,8.4,1.386
9950,0.8173,3e-06,11521,8.4,1.386
9960,0.7485,3e-06,11497,8.4,1.386
9970,0.7944,3e-06,11307,8.4,1.386
9980,0.8079,3e-06,11509,8.4,1.386
9990,0.8664,3e-06,11497,8.4,1.386
10000,0.8928,3e-06,11515,8.5,1.386
10010,0.8678,3e-06,10154,8.4,1.386
10020,0.8988,3e-06,11485,8.4,1.386
10030,0.7972,3e-06,11130,8.4,1.386
10040,0.8454,3e-06,11472,8.4,1.386
10050,0.8076,3e-06,11486,8.5,1.386
10060,0.807,3e-06,11505,8.4,1.386
10070,0.83,3e-06,11500,8.4,1.386
10080,0.854,3e-06,11497,8.4,1.386
10090,0.8777,2e-06,11269,8.4,1.386
10100,0.9136,2e-06,11497,8.4,1.386
10110,0.8482,2e-06,11507,8.4,1.386
10120,0.8655,2e-06,11512,8.4,1.386
10130,0.9366,2e-06,11506,8.4,1.386
10140,0.8099,2e-06,11505,8.4,1.386
10150,0.8016,2e-06,11311,8.4,1.386
10160,0.7771,2e-06,11511,8.5,1.386
10170,0.87,2e-06,11506,8.4,1.386
10180,0.8162,2e-06,11503,8.4,1.386
10190,0.8048,2e-06,11507,8.4,1.386
10200,0.7907,2e-06,11503,8.4,1.386
10210,0.8367,2e-06,11299,8.4,1.386
10220,0.8083,2e-06,11503,8.4,1.386
10230,0.833,2e-06,11523,8.4,1.386
10240,0.8665,2e-06,11510,8.4,1.386
10250,0.8524,2e-06,11521,8.4,1.386
10260,0.7674,2e-06,11324,8.4,1.386
10270,0.8569,2e-06,11504,8.4,1.386
10280,0.8625,2e-06,11507,8.5,1.386
10290,0.8042,2e-06,11513,8.4,1.386
10300,0.8024,2e-06,11518,8.4,1.386
10310,0.8481,2e-06,11494,8.5,1.386
10320,0.832,2e-06,11318,8.4,1.386
10330,0.8186,2e-06,11502,8.4,1.386
10340,0.841,2e-06,11501,8.4,1.386
10350,0.8584,2e-06,11505,8.5,1.386
10360,0.903,2e-06,11510,8.4,1.386
10370,0.8218,2e-06,11508,8.4,1.386
10380,0.8721,2e-06,11254,8.4,1.386
10390,0.8371,2e-06,11505,8.4,1.386
10400,0.7897,2e-06,11484,8.4,1.386
10410,0.8323,2e-06,11487,8.4,1.386
10420,0.9101,2e-06,11511,8.4,1.386
10430,0.8131,2e-06,11490,8.4,1.386
10440,0.8797,2e-06,11295,8.4,1.386
10450,0.8256,2e-06,11520,8.4,1.386
10460,0.7939,2e-06,11511,8.4,1.386
10470,0.8223,2e-06,11526,8.4,1.386
10480,0.8338,2e-06,11483,8.4,1.386
10490,0.7839,2e-06,11470,8.4,1.386
10500,0.7721,2e-06,11132,8.4,1.386
10510,0.8469,2e-06,11499,8.5,1.386
10520,0.8867,2e-06,11505,8.4,1.386
10530,0.7937,2e-06,11491,8.4,1.386
10540,0.8505,2e-06,11493,8.4,1.386
10550,0.8414,2e-06,11503,8.4,1.386
10560,0.8414,2e-06,11273,8.4,1.386
10570,0.7835,2e-06,11505,8.4,1.386
10580,0.876,2e-06,11512,8.5,1.386
10590,0.8395,2e-06,11496,8.4,1.386
10600,0.825,2e-06,11504,8.5,1.386
10610,0.8947,2e-06,11511,8.4,1.386
10620,0.8417,2e-06,11299,8.4,1.386
10630,0.8795,2e-06,11485,8.4,1.386
10640,0.8978,2e-06,11475,8.4,1.386
10650,0.8577,2e-06,11491,8.4,1.386
10660,0.8731,2e-06,11491,8.4,1.386
10670,0.8021,2e-06,11197,8.4,1.386
10680,0.7377,2e-06,11494,8.4,1.386
10690,0.8248,2e-06,11467,8.4,1.386
10700,0.8199,2e-06,11476,8.4,1.386
10710,0.8562,2e-06,11474,8.4,1.386
10720,0.8468,2e-06,11480,8.4,1.386
10730,0.8303,2e-06,11102,8.4,1.386
10740,0.8201,2e-06,11506,8.4,1.386
10750,0.7991,2e-06,11496,8.4,1.386
10760,0.9453,2e-06,11490,8.4,1.386
10770,0.863,2e-06,11482,8.4,1.386
10780,0.7937,1e-06,11490,8.4,1.386
10790,0.9624,1e-06,11197,8.4,1.386
10800,0.8455,1e-06,11495,8.4,1.386
10810,0.7952,1e-06,11493,8.4,1.386
10820,0.738,1e-06,11487,8.4,1.386
10830,0.8621,1e-06,11494,8.4,1.386
10840,0.8324,1e-06,11502,8.4,1.386
10850,0.8511,1e-06,11170,8.4,1.386
10860,0.8774,1e-06,11481,8.4,1.386
10870,0.8352,1e-06,11497,8.4,1.386
10880,0.8109,1e-06,11490,8.4,1.386
10890,0.8741,1e-06,11487,8.4,1.386
10900,0.8999,1e-06,11208,8.4,1.386
10910,0.861,1e-06,11504,8.4,1.386
10920,0.7978,1e-06,11494,8.4,1.386
10930,0.8507,1e-06,11491,8.4,1.386
10940,0.8467,1e-06,11490,8.4,1.386
10950,0.8139,1e-06,11488,8.4,1.386
10960,0.8611,1e-06,11153,8.4,1.386
10970,0.8368,1e-06,11479,8.4,1.386
10980,0.8312,1e-06,11495,8.4,1.386
10990,0.9215,1e-06,11493,8.4,1.386
11000,0.8389,1e-06,11489,8.4,1.386
11010,0.8785,1e-06,11175,8.4,1.386
11020,0.8935,1e-06,11509,8.4,1.386
11030,0.858,1e-06,11495,8.4,1.386
11040,0.7352,1e-06,11495,8.4,1.386
11050,0.8569,1e-06,11500,8.4,1.386
11060,0.7414,1e-06,11485,8.4,1.386
11070,0.7927,1e-06,11148,8.4,1.386
11080,0.7914,1e-06,11497,8.4,1.386
11090,0.8645,1e-06,11507,8.4,1.386
11100,0.7549,1e-06,11493,8.4,1.386
11110,0.8827,1e-06,11483,8.4,1.386
11120,0.8233,1e-06,11483,8.5,1.386
11130,0.8427,1e-06,11186,8.4,1.386
11140,0.7916,1e-06,11466,8.4,1.386
11150,0.8215,1e-06,11480,8.4,1.386
11160,0.8158,1e-06,11500,8.4,1.386
11170,0.8425,1e-06,11469,8.4,1.386
11180,0.7894,1e-06,11503,8.4,1.386
11190,0.758,1e-06,11193,8.4,1.386
11200,0.9216,1e-06,11470,8.4,1.386
11210,0.8379,1e-06,11496,8.4,1.386
11220,0.8251,1e-06,11488,8.4,1.386
11230,0.7979,1e-06,11475,8.4,1.386
11240,0.8173,1e-06,11493,8.4,1.386
