step,loss,lr,tokens_per_sec,mem_gb,entropy
11250,0.8684,1e-06,11272,8.4,1.386
11260,0.8376,1e-06,11477,8.4,1.386
11270,0.8521,1e-06,11483,8.4,1.386
11280,0.8432,1e-06,11476,8.4,1.386
11290,0.8313,1e-06,11481,8.4,1.386
11300,0.828,1e-06,11495,8.4,1.386
11310,0.8358,1e-06,11206,8.4,1.386
11320,0.8933,1e-06,11490,8.4,1.386
11330,0.843,1e-06,11496,8.4,1.386
11340,0.8233,1e-06,11483,8.4,1.386
11350,0.8483,1e-06,11488,8.4,1.386
11360,0.7875,1e-06,11239,8.4,1.386
11370,0.7382,1e-06,11486,8.4,1.386
11380,0.8453,1e-06,11486,8.4,1.386
11390,0.7657,1e-06,11487,8.4,1.386
11400,0.8646,1e-06,11458,8.4,1.386
11410,0.7626,1e-06,11493,8.5,1.386
11420,0.8273,1e-06,11190,8.4,1.386
11430,0.836,1e-06,11494,8.4,1.386
11440,0.8622,1e-06,11480,8.4,1.386
11450,0.8739,1e-06,11479,8.4,1.386
11460,0.8203,1e-06,11484,8.4,1.386
11470,0.8219,1e-06,11484,8.4,1.386
11480,0.8586,1e-06,11252,8.4,1.386
11490,0.7916,1e-06,11481,8.4,1.386
11500,0.8339,1e-06,11481,8.4,1.386
11510,0.9307,1e-06,11467,8.4,1.386
11520,0.8315,1e-06,11482,8.4,1.386
11530,0.7927,1e-06,11481,8.4,1.386
11540,0.8557,1e-06,11175,8.4,1.386
11550,0.7797,1e-06,11471,8.4,1.386
11560,0.8353,1e-06,11464,8.4,1.386
11570,0.8788,1e-06,11473,8.4,1.386
11580,0.8967,1e-06,11495,8.4,1.386
11590,0.8064,1e-06,11229,8.4,1.386
11600,0.8093,1e-06,11483,8.4,1.386
11610,0.8509,1e-06,11493,8.4,1.386
11620,0.7762,1e-06,11488,8.4,1.386
11630,0.8539,1e-06,11484,8.4,1.386
11640,0.7833,1e-06,11482,8.4,1.386
11650,0.8925,1e-06,11253,8.4,1.386
11660,0.8367,1e-06,11474,8.4,1.386
11670,0.8692,1e-06,11495,8.4,1.386
11680,0.8483,1e-06,11504,8.4,1.386
11690,0.7455,1e-06,11482,8.4,1.386
11700,0.8274,1e-06,11194,8.4,1.386
11710,0.8452,1e-06,11477,8.4,1.386
11720,0.7847,1e-06,11469,8.4,1.386
11730,0.9009,1e-06,11484,8.4,1.386
11740,0.845,1e-06,11491,8.4,1.386
11750,0.7866,1e-06,11489,8.4,1.386
11760,0.9096,0.0,11143,8.4,1.386
11770,0.8547,0.0,11482,8.4,1.386
11780,0.8323,0.0,11461,8.4,1.386
11790,0.8601,0.0,11482,8.4,1.386
11800,0.7705,0.0,11489,8.4,1.386
11810,0.7895,0.0,11470,8.4,1.386
11820,0.8786,0.0,11277,8.4,1.386
11830,0.8046,0.0,11485,8.4,1.386
11840,0.7866,0.0,11493,8.4,1.386
11850,0.8539,0.0,11468,8.4,1.386
11860,0.9284,0.0,11471,8.5,1.386
11870,0.9744,0.0,11483,8.4,1.386
11880,0.8104,0.0,11176,8.4,1.386
11890,0.8287,0.0,11471,8.4,1.386
11900,0.8176,0.0,11485,8.4,1.386
11910,0.7932,0.0,11473,8.4,1.386
11920,0.8221,0.0,11468,8.4,1.386
11930,0.7767,0.0,11491,8.4,1.386
11940,0.8009,0.0,11215,8.4,1.386
11950,0.8361,0.0,11476,8.4,1.386
11960,0.7763,0.0,11498,8.4,1.386
11970,0.8344,0.0,11474,8.4,1.386
11980,0.8492,0.0,11475,8.5,1.386
11990,0.8404,0.0,11473,8.4,1.386
12000,0.8951,0.0,11153,8.4,1.386
12010,0.8513,0.0,7539,8.4,1.386
12020,0.7729,0.0,11477,8.4,1.386
12030,0.8633,0.0,11470,8.4,1.386
12040,0.8253,0.0,11479,8.4,1.386
12050,0.8985,0.0,11469,8.4,1.386
12060,0.8501,0.0,11235,8.4,1.386
12070,0.7626,0.0,11478,8.4,1.386
12080,0.8226,0.0,11470,8.4,1.386
12090,0.9029,0.0,11481,8.4,1.386
12100,0.8647,0.0,11463,8.4,1.386
12110,0.8027,0.0,11204,8.4,1.386
12120,0.8979,0.0,11457,8.4,1.386
12130,0.9072,0.0,11480,8.5,1.386
12140,0.9574,0.0,11490,8.4,1.386
12150,0.8201,0.0,11468,8.4,1.386
12160,0.8441,0.0,11487,8.4,1.386
12170,0.8233,0.0,11218,8.4,1.386
12180,0.7982,0.0,11460,8.5,1.386
12190,0.8248,0.0,11477,8.4,1.386
12200,0.8128,0.0,11479,8.4,1.386
12210,0.8168,0.0,11495,8.4,1.386
12220,0.8744,0.0,11466,8.4,1.386
12230,0.8485,0.0,11200,8.4,1.386
12240,0.736,0.0,11482,8.4,1.386
12250,0.903,0.0,11494,8.4,1.386
12260,0.8894,0.0,11494,8.4,1.386
12270,0.8437,0.0,11493,8.4,1.386
12280,0.8597,0.0,11496,8.4,1.386
12290,0.795,0.0,11178,8.4,1.386
12300,0.8902,0.0,11481,8.4,1.386
12310,0.7567,0.0,11475,8.4,1.386
12320,0.8268,0.0,11478,8.4,1.386
12330,0.877,0.0,11496,8.4,1.386
12340,0.8866,0.0,11496,8.4,1.386
12350,0.912,0.0,11246,8.4,1.386
12360,0.8277,0.0,11459,8.4,1.386
12370,0.8691,0.0,11497,8.4,1.386
12380,0.8868,0.0,11491,8.4,1.386
12390,0.7669,0.0,11481,8.4,1.386
12400,0.7969,0.0,11491,8.4,1.386
12410,0.8555,0.0,11266,8.4,1.386
12420,0.8693,0.0,11498,8.4,1.386
12430,0.7971,0.0,11500,8.4,1.386
12440,0.8411,0.0,11501,8.4,1.386
12450,0.8375,0.0,11484,8.4,1.386
12460,0.7861,0.0,11487,8.4,1.386
12470,0.7099,0.0,11203,8.4,1.386
12480,0.8319,0.0,11476,8.4,1.386
12490,0.8849,0.0,11467,8.4,1.386
12500,0.9327,0.0,11480,8.4,1.386
12510,0.8071,0.0,11474,8.4,1.386
12520,0.8258,0.0,11486,8.4,1.386
12530,0.7598,0.0,11156,8.4,1.386
12540,0.9065,0.0,11508,8.4,1.386
12550,0.8479,0.0,11520,8.4,1.386
12560,0.7881,0.0,11523,8.4,1.386
12570,0.7954,0.0,11521,8.4,1.386
12580,0.8504,0.0,11254,8.4,1.386
12590,0.8839,0.0,11485,8.4,1.386
12600,0.7978,0.0,11493,8.4,1.386
12610,0.7848,0.0,11508,8.4,1.386
12620,0.9534,0.0,11512,8.4,1.386
12630,0.8144,0.0,11521,8.4,1.386
12640,0.8568,0.0,11192,8.4,1.386
12650,0.8016,0.0,11500,8.4,1.386
12660,0.8058,0.0,11511,8.4,1.386
12670,0.8406,0.0,11501,8.4,1.386
12680,0.8541,0.0,11499,8.4,1.386
12690,0.9115,0.0,11507,8.5,1.386
12700,0.8889,0.0,11275,8.4,1.386
12710,0.7874,0.0,11515,8.4,1.386
12720,0.8456,0.0,11509,8.5,1.386
12730,0.9122,0.0,11510,8.4,1.386
12740,0.8512,0.0,11504,8.4,1.386
12750,0.8593,0.0,11505,8.4,1.386
12760,0.8328,0.0,11288,8.4,1.386
12770,0.831,0.0,11506,8.4,1.386
12780,0.9801,0.0,11521,8.4,1.386
12790,0.8066,0.0,11513,8.4,1.386
12800,0.8377,0.0,11511,8.4,1.386
12810,0.7534,0.0,11505,8.4,1.386
12820,0.8546,0.0,11257,8.4,1.386
12830,0.8777,0.0,11524,8.4,1.386
12840,0.9688,0.0,11501,8.4,1.386
12850,0.7593,0.0,11480,8.4,1.386
12860,0.8098,0.0,11511,8.4,1.386
12870,0.9207,0.0,11502,8.4,1.386
12880,0.8009,0.0,11279,8.4,1.386
12890,0.8472,0.0,11489,8.4,1.386
12900,0.8171,0.0,11499,8.4,1.386
12910,0.8714,0.0,11497,8.4,1.386
12920,0.8358,0.0,11510,8.4,1.386
12930,0.8841,0.0,11260,8.4,1.386
12940,0.8323,0.0,11499,8.4,1.386
12950,0.7951,0.0,11518,8.4,1.386
12960,0.9099,0.0,11502,8.4,1.386
12970,0.9106,0.0,11509,8.4,1.386
12980,0.7154,0.0,11512,8.4,1.386
12990,0.878,0.0,11259,8.4,1.386
13000,0.8225,0.0,11513,8.4,1.386
13010,0.7812,0.0,11515,8.4,1.386
13020,0.9523,0.0,11513,8.4,1.386
13030,0.7609,0.0,11504,8.5,1.386
13040,0.7948,0.0,11503,8.4,1.386
13050,0.8474,0.0,11283,8.4,1.386
13060,0.9101,0.0,11511,8.4,1.386
