step,loss,lr,tau,tokens_per_sec,static_entropy
16350,1.8467,8e-06,0.247,11742,1.386
16360,1.873,8e-06,0.246,11730,1.386
16370,1.5527,8e-06,0.246,11776,1.386
16380,1.7969,8e-06,0.245,11927,1.386
16390,1.7959,8e-06,0.245,11766,1.386
16400,1.6157,8e-06,0.244,11705,1.386
16410,1.7676,8e-06,0.244,11727,1.386
16420,1.6177,8e-06,0.243,11741,1.386
16430,1.7085,8e-06,0.243,11699,1.386
16440,1.7612,7e-06,0.242,11698,1.386
16450,1.5986,7e-06,0.242,11721,1.386
16460,1.6104,7e-06,0.242,11750,1.386
16470,1.5366,7e-06,0.241,11943,1.386
16480,1.7021,7e-06,0.241,11969,1.386
16490,1.7656,7e-06,0.24,11927,1.386
16500,1.6968,7e-06,0.24,11952,1.386
16510,1.5894,7e-06,0.239,11950,1.386
16520,1.9067,7e-06,0.239,11858,1.386
16530,1.7373,7e-06,0.238,11738,1.386
16540,1.7842,7e-06,0.238,11878,1.386
16550,1.6753,7e-06,0.237,11730,1.386
16560,1.7271,7e-06,0.237,11697,1.386
16570,2.0029,7e-06,0.236,11714,1.386
16580,1.8291,7e-06,0.236,11740,1.386
16590,1.7095,7e-06,0.236,11738,1.386
16600,1.7544,7e-06,0.235,11732,1.386
16610,1.7471,7e-06,0.235,11729,1.386
16620,1.6797,7e-06,0.234,11908,1.386
16630,1.6714,7e-06,0.234,11934,1.386
16640,1.5381,7e-06,0.233,11942,1.386
16650,1.7427,7e-06,0.233,11925,1.386
16660,1.7368,6e-06,0.232,11830,1.386
16670,1.729,6e-06,0.232,11949,1.386
16680,1.9473,6e-06,0.231,11723,1.386
16690,2.0669,6e-06,0.231,11708,1.386
16700,1.7856,6e-06,0.231,11724,1.386
16710,1.7676,6e-06,0.23,11696,1.386
16720,1.71,6e-06,0.23,11731,1.386
16730,1.8892,6e-06,0.229,11736,1.386
16740,1.6685,6e-06,0.229,11729,1.386
16750,1.8921,6e-06,0.228,11727,1.386
16760,1.7163,6e-06,0.228,11713,1.386
16770,1.6802,6e-06,0.227,11765,1.386
16780,1.8481,6e-06,0.227,11836,1.386
16790,1.666,6e-06,0.226,11793,1.386
16800,1.6558,6e-06,0.226,11732,1.386
16810,1.6294,6e-06,0.225,11703,1.386
16820,1.9053,6e-06,0.225,11728,1.386
16830,1.8843,6e-06,0.225,11823,1.386
16840,1.6162,6e-06,0.224,11941,1.386
16850,1.582,6e-06,0.224,11929,1.386
16860,1.5366,6e-06,0.223,11807,1.386
16870,1.5762,6e-06,0.223,11956,1.386
16880,1.6528,6e-06,0.222,11948,1.386
16890,1.5742,5e-06,0.222,11930,1.386
16900,1.812,5e-06,0.221,11931,1.386
16910,1.6895,5e-06,0.221,11753,1.386
16920,1.5361,5e-06,0.22,11741,1.386
16930,1.5496,5e-06,0.22,11726,1.386
16940,1.6162,5e-06,0.219,11981,1.386
16950,1.6768,5e-06,0.219,11878,1.386
16960,1.5701,5e-06,0.219,11728,1.386
16970,1.4546,5e-06,0.218,11712,1.386
16980,1.6499,5e-06,0.218,11906,1.386
16990,1.7368,5e-06,0.217,11945,1.386
17000,1.8467,5e-06,0.217,11956,1.386
17010,1.6699,5e-06,0.216,9512,1.386
17020,1.5908,5e-06,0.216,11963,1.386
17030,1.6475,5e-06,0.215,11815,1.386
17040,1.6528,5e-06,0.215,11725,1.386
17050,1.7437,5e-06,0.214,11714,1.386
17060,1.6709,5e-06,0.214,11728,1.386
17070,1.7959,5e-06,0.213,11915,1.386
17080,1.5635,5e-06,0.213,11956,1.386
17090,1.6484,5e-06,0.213,11940,1.386
17100,1.9556,5e-06,0.212,11816,1.386
17110,1.6479,5e-06,0.212,11716,1.386
17120,1.8135,5e-06,0.211,11714,1.386
17130,1.6567,5e-06,0.211,11888,1.386
17140,1.5405,5e-06,0.21,11930,1.386
17150,1.6533,4e-06,0.21,11822,1.386
17160,1.5747,4e-06,0.209,11738,1.386
17170,1.542,4e-06,0.209,11732,1.386
17180,1.7432,4e-06,0.208,11899,1.386
17190,1.7734,4e-06,0.208,11866,1.386
17200,1.5474,4e-06,0.207,11871,1.386
17210,1.5107,4e-06,0.207,11945,1.386
17220,1.8052,4e-06,0.207,11854,1.386
17230,1.7402,4e-06,0.206,11724,1.386
17240,1.8594,4e-06,0.206,11731,1.386
17250,1.7852,4e-06,0.205,11783,1.386
17260,1.7139,4e-06,0.205,11835,1.386
17270,1.71,4e-06,0.204,11741,1.386
17280,1.8208,4e-06,0.204,11730,1.386
17290,1.7163,4e-06,0.203,11747,1.386
17300,1.4331,4e-06,0.203,11790,1.386
17310,1.9424,4e-06,0.202,11743,1.386
17320,1.5894,4e-06,0.202,11722,1.386
17330,1.6411,4e-06,0.201,11727,1.386
17340,1.6616,4e-06,0.201,11835,1.386
17350,1.6489,4e-06,0.201,11954,1.386
17360,1.7676,4e-06,0.2,11727,1.386
17370,1.6509,4e-06,0.2,11734,1.386
17380,1.6382,4e-06,0.199,11738,1.386
17390,1.6267,4e-06,0.199,11733,1.386
17400,1.584,4e-06,0.198,11907,1.386
17410,1.71,4e-06,0.198,11990,1.386
17420,1.6206,4e-06,0.197,11953,1.386
17430,1.5781,4e-06,0.197,11804,1.386
17440,1.645,3e-06,0.196,11739,1.386
17450,1.5923,3e-06,0.196,11761,1.386
17460,1.8057,3e-06,0.195,11793,1.386
17470,1.6714,3e-06,0.195,11932,1.386
17480,1.5967,3e-06,0.195,11942,1.386
17490,1.792,3e-06,0.194,11949,1.386
17500,1.5376,3e-06,0.194,11947,1.386
17510,1.6333,3e-06,0.193,11989,1.386
17520,1.6753,3e-06,0.193,11900,1.386
17530,1.6909,3e-06,0.192,11748,1.386
17540,1.604,3e-06,0.192,11738,1.386
17550,1.6006,3e-06,0.191,11966,1.386
17560,1.5747,3e-06,0.191,11947,1.386
17570,1.772,3e-06,0.19,11828,1.386
17580,1.7178,3e-06,0.19,11730,1.386
17590,2.0483,3e-06,0.189,11828,1.386
17600,1.5244,3e-06,0.189,11724,1.386
17610,1.7246,3e-06,0.189,11726,1.386
17620,1.665,3e-06,0.188,11726,1.386
17630,1.6816,3e-06,0.188,11714,1.386
17640,1.7695,3e-06,0.187,11700,1.386
17650,1.686,3e-06,0.187,11895,1.386
17660,1.6978,3e-06,0.186,11740,1.386
17670,1.8335,3e-06,0.186,11713,1.386
17680,1.6733,3e-06,0.185,11715,1.386
17690,1.6699,3e-06,0.185,11737,1.386
17700,1.6919,3e-06,0.184,11728,1.386
17710,1.7026,3e-06,0.184,11738,1.386
17720,1.4243,3e-06,0.183,11950,1.386
17730,1.5342,3e-06,0.183,11949,1.386
17740,1.7114,3e-06,0.183,11963,1.386
17750,1.6831,3e-06,0.182,11836,1.386
17760,1.5317,2e-06,0.182,11933,1.386
17770,1.5137,2e-06,0.181,11748,1.386
17780,1.6548,2e-06,0.181,11735,1.386
17790,1.7539,2e-06,0.18,11732,1.386
17800,1.7354,2e-06,0.18,11723,1.386
17810,1.563,2e-06,0.179,11708,1.386
17820,1.7793,2e-06,0.179,11719,1.386
17830,1.4792,2e-06,0.178,11729,1.386
17840,1.7197,2e-06,0.178,11737,1.386
17850,1.7119,2e-06,0.178,11732,1.386
17860,1.6221,2e-06,0.177,11725,1.386
17870,1.4011,2e-06,0.177,11748,1.386
17880,1.605,2e-06,0.176,11721,1.386
17890,1.6348,2e-06,0.176,11738,1.386
17900,1.4287,2e-06,0.175,11851,1.386
17910,1.6479,2e-06,0.175,11944,1.386
17920,1.5269,2e-06,0.174,11885,1.386
17930,1.4907,2e-06,0.174,11721,1.386
17940,1.6587,2e-06,0.173,11721,1.386
17950,1.5176,2e-06,0.173,11816,1.386
17960,1.4097,2e-06,0.172,11950,1.386
17970,1.4199,2e-06,0.172,11943,1.386
17980,1.3818,2e-06,0.172,11952,1.386
17990,1.5293,2e-06,0.171,11924,1.386
18000,1.5562,2e-06,0.171,11720,1.386
18010,1.7324,2e-06,0.17,10475,1.386
18020,1.5718,2e-06,0.17,11858,1.386
18030,1.7026,2e-06,0.169,11720,1.386
18040,1.7046,2e-06,0.169,11742,1.386
18050,1.6646,2e-06,0.168,11729,1.386
18060,1.6865,2e-06,0.168,11804,1.386
18070,1.6606,2e-06,0.167,11721,1.386
18080,1.4961,2e-06,0.167,11731,1.386
18090,1.4292,2e-06,0.166,11810,1.386
18100,1.552,2e-06,0.166,11921,1.386
18110,1.5547,2e-06,0.166,11949,1.386
18120,1.4199,2e-06,0.165,11832,1.386
18130,1.5757,2e-06,0.165,11720,1.386
18140,1.6812,2e-06,0.164,11709,1.386
18150,1.4431,2e-06,0.164,11691,1.386
18160,1.4956,2e-06,0.163,11710,1.386
18170,1.4312,1e-06,0.163,11932,1.386
18180,1.54,1e-06,0.162,11960,1.386
18190,1.4653,1e-06,0.162,11942,1.386
18200,1.7407,1e-06,0.161,11783,1.386
18210,1.3745,1e-06,0.161,11808,1.386
18220,1.5522,1e-06,0.16,11925,1.386
18230,1.5845,1e-06,0.16,11897,1.386
18240,1.366,1e-06,0.16,11744,1.386
18250,1.3887,1e-06,0.159,11965,1.386
18260,1.522,1e-06,0.159,11770,1.386
18270,1.2668,1e-06,0.158,11967,1.386
18280,1.4854,1e-06,0.158,11985,1.386
18290,1.731,1e-06,0.157,11699,1.386
18300,1.792,1e-06,0.157,11676,1.386
18310,1.5493,1e-06,0.156,11960,1.386
18320,1.5037,1e-06,0.156,11863,1.386
18330,1.707,1e-06,0.155,11710,1.386
18340,1.5625,1e-06,0.155,11780,1.386
18350,1.6436,1e-06,0.154,11805,1.386
18360,1.6924,1e-06,0.154,11720,1.386
18370,1.6191,1e-06,0.154,11729,1.386
18380,1.6553,1e-06,0.153,11727,1.386
18390,1.6104,1e-06,0.153,11712,1.386
18400,1.6748,1e-06,0.152,11686,1.386
18410,1.7305,1e-06,0.152,11700,1.386
18420,1.563,1e-06,0.151,11710,1.386
18430,1.5859,1e-06,0.151,11707,1.386
18440,1.5811,1e-06,0.15,11705,1.386
18450,1.5796,1e-06,0.15,11714,1.386
18460,1.6665,1e-06,0.149,11725,1.386
18470,1.3989,1e-06,0.149,11957,1.386
18480,1.4783,1e-06,0.148,11794,1.386
18490,1.5029,1e-06,0.148,11701,1.386
18500,1.5,1e-06,0.148,11701,1.386
18510,1.4746,1e-06,0.147,11705,1.386
18520,1.8315,1e-06,0.147,11875,1.386
18530,1.6626,1e-06,0.146,11811,1.386
18540,1.8623,1e-06,0.146,11700,1.386
18550,1.5254,1e-06,0.145,11707,1.386
18560,1.3765,1e-06,0.145,11696,1.386
18570,1.563,1e-06,0.144,11823,1.386
18580,1.4346,1e-06,0.144,11973,1.386
18590,1.7637,1e-06,0.143,11870,1.386
18600,1.4634,1e-06,0.143,11717,1.386
18610,1.5884,1e-06,0.142,11727,1.386
18620,1.7476,1e-06,0.142,11708,1.386
18630,1.4966,1e-06,0.142,11724,1.386
18640,1.7051,1e-06,0.141,11729,1.386
18650,1.4424,1e-06,0.141,11781,1.386
18660,1.5596,1e-06,0.14,11796,1.386
18670,1.6978,1e-06,0.14,11733,1.386
18680,1.6021,1e-06,0.139,11721,1.386
18690,1.6025,1e-06,0.139,11718,1.386
18700,1.6606,1e-06,0.138,11726,1.386
18710,1.6431,1e-06,0.138,11723,1.386
18720,1.6943,1e-06,0.137,11712,1.386
18730,1.5371,1e-06,0.137,11936,1.386
18740,1.7273,1e-06,0.136,11944,1.386
18750,1.8237,0.0,0.136,11945,1.386
18760,1.6045,0.0,0.136,11867,1.386
18770,1.6753,0.0,0.135,11934,1.386
18780,1.6758,0.0,0.135,11947,1.386
18790,1.8203,0.0,0.134,11828,1.386
18800,1.583,0.0,0.134,11735,1.386
18810,1.5327,0.0,0.133,11732,1.386
18820,1.6519,0.0,0.133,11721,1.386
18830,1.6934,0.0,0.132,11695,1.386
18840,1.3887,0.0,0.132,11721,1.386
18850,1.7778,0.0,0.131,11713,1.386
18860,1.5671,0.0,0.131,11715,1.386
18870,1.71,0.0,0.131,11732,1.386
18880,1.5723,0.0,0.13,11698,1.386
18890,1.8135,0.0,0.13,11698,1.386
18900,1.4941,0.0,0.129,11710,1.386
18910,1.532,0.0,0.129,11706,1.386
18920,1.3477,0.0,0.128,10064,1.386
18930,1.3159,0.0,0.128,12000,1.386
18940,1.4258,0.0,0.127,11943,1.386
18950,1.4868,0.0,0.127,11930,1.386
18960,1.5693,0.0,0.126,11812,1.386
18970,1.6333,0.0,0.126,11712,1.386
18980,1.4414,0.0,0.125,11727,1.386
18990,1.5039,0.0,0.125,11760,1.386
19000,1.6816,0.0,0.125,11902,1.386
19010,1.5977,0.0,0.124,10286,1.386
19020,1.416,0.0,0.124,11883,1.386
19030,1.5269,0.0,0.123,11834,1.386
19040,1.5508,0.0,0.123,11712,1.386
19050,1.5142,0.0,0.122,11702,1.386
19060,1.521,0.0,0.122,11728,1.386
19070,1.5269,0.0,0.121,11729,1.386
19080,1.5625,0.0,0.121,11701,1.386
19090,1.5889,0.0,0.12,11694,1.386
19100,1.5347,0.0,0.12,11843,1.386
19110,1.6934,0.0,0.119,11933,1.386
19120,1.5542,0.0,0.119,11837,1.386
19130,1.8442,0.0,0.119,11707,1.386
19140,1.498,0.0,0.118,11718,1.386
19150,1.5405,0.0,0.118,11736,1.386
19160,1.729,0.0,0.117,11733,1.386
19170,1.6006,0.0,0.117,11750,1.386
19180,1.4512,0.0,0.116,11707,1.386
19190,1.4453,0.0,0.116,11726,1.386
19200,1.6763,0.0,0.115,11720,1.386
19210,1.2983,0.0,0.115,11693,1.386
19220,1.4648,0.0,0.114,11792,1.386
19230,1.6455,0.0,0.114,11687,1.386
19240,1.4912,0.0,0.113,11929,1.386
19250,1.4053,0.0,0.113,11957,1.386
19260,1.4414,0.0,0.113,11946,1.386
19270,1.4771,0.0,0.112,11960,1.386
19280,1.5078,0.0,0.112,11950,1.386
19290,1.4985,0.0,0.111,11719,1.386
19300,1.4321,0.0,0.111,11703,1.386
19310,1.5259,0.0,0.11,11726,1.386
19320,1.4636,0.0,0.11,11725,1.386
19330,1.6602,0.0,0.109,11706,1.386
19340,1.4829,0.0,0.109,11750,1.386
19350,1.3438,0.0,0.108,11995,1.386
19360,1.6973,0.0,0.108,11773,1.386
19370,1.4675,0.0,0.107,11696,1.386
19380,1.4741,0.0,0.107,11703,1.386
19390,1.6235,0.0,0.107,11798,1.386
19400,1.4216,0.0,0.106,11731,1.386
19410,1.3796,0.0,0.106,11725,1.386
19420,1.501,0.0,0.105,11941,1.386
19430,1.5085,0.0,0.105,11819,1.386
19440,1.417,0.0,0.104,11906,1.386
19450,1.5015,0.0,0.104,11698,1.386
19460,1.5815,0.0,0.103,11695,1.386
19470,1.3799,0.0,0.103,11685,1.386
19480,1.6167,0.0,0.102,11701,1.386
19490,1.3916,0.0,0.102,11869,1.386
19500,1.4565,0.0,0.101,11970,1.386
19510,1.4028,0.0,0.101,11962,1.386
19520,1.3311,0.0,0.101,11939,1.386
19530,1.3086,0.0,0.1,11945,1.386
