step,loss,lr,tau,tokens_per_sec,static_entropy
5450,2.3525,9.1e-05,0.749,11828,1.386
5460,2.4521,9.1e-05,0.748,11938,1.386
5470,2.4854,9.1e-05,0.748,11854,1.386
5480,2.2563,9.1e-05,0.748,11786,1.386
5490,2.6509,9.1e-05,0.747,11755,1.386
5500,2.4854,9e-05,0.747,11749,1.386
5510,2.4941,9e-05,0.746,11748,1.386
5520,2.2808,9e-05,0.746,11742,1.386
5530,2.5469,9e-05,0.745,11872,1.386
5540,2.5298,9e-05,0.745,11853,1.386
5550,2.4663,9e-05,0.744,11744,1.386
5560,2.291,9e-05,0.744,11842,1.386
5570,2.415,9e-05,0.743,11918,1.386
5580,2.501,9e-05,0.743,11753,1.386
5590,2.0864,9e-05,0.742,11894,1.386
5600,2.374,9e-05,0.742,11856,1.386
5610,2.4604,9e-05,0.742,11740,1.386
5620,2.3145,9e-05,0.741,11750,1.386
5630,2.4912,9e-05,0.741,11755,1.386
5640,2.5063,9e-05,0.74,11754,1.386
5650,2.2178,9e-05,0.74,11821,1.386
5660,2.457,9e-05,0.739,11945,1.386
5670,2.4834,9e-05,0.739,11945,1.386
5680,2.3184,9e-05,0.738,11958,1.386
5690,2.3354,8.9e-05,0.738,11943,1.386
5700,2.311,8.9e-05,0.737,11950,1.386
5710,2.2729,8.9e-05,0.737,11975,1.386
5720,2.522,8.9e-05,0.736,11867,1.386
5730,2.5322,8.9e-05,0.736,11969,1.386
5740,2.4121,8.9e-05,0.736,11757,1.386
5750,2.3062,8.9e-05,0.735,11743,1.386
5760,2.5713,8.9e-05,0.735,11740,1.386
5770,2.1006,8.9e-05,0.734,11826,1.386
5780,2.3032,8.9e-05,0.734,11969,1.386
5790,2.332,8.9e-05,0.733,11960,1.386
5800,2.0952,8.9e-05,0.733,11971,1.386
5810,2.3623,8.9e-05,0.732,11962,1.386
5820,2.2397,8.9e-05,0.732,11955,1.386
5830,2.4326,8.9e-05,0.731,11767,1.386
5840,2.3535,8.9e-05,0.731,11834,1.386
5850,2.3618,8.9e-05,0.73,11846,1.386
5860,2.5107,8.9e-05,0.73,11749,1.386
5870,2.2231,8.8e-05,0.73,11751,1.386
5880,2.2212,8.8e-05,0.729,11720,1.386
5890,2.2144,8.8e-05,0.729,11725,1.386
5900,2.6904,8.8e-05,0.728,11741,1.386
5910,2.4277,8.8e-05,0.728,11743,1.386
5920,2.5586,8.8e-05,0.727,11754,1.386
5930,2.2832,8.8e-05,0.727,11768,1.386
5940,2.5459,8.8e-05,0.726,11761,1.386
5950,2.3711,8.8e-05,0.726,11752,1.386
5960,2.4453,8.8e-05,0.725,11749,1.386
5970,2.0205,8.8e-05,0.725,11775,1.386
5980,2.3145,8.8e-05,0.724,11970,1.386
5990,2.3184,8.8e-05,0.724,11936,1.386
6000,2.4941,8.8e-05,0.724,11764,1.386
6010,2.314,8.8e-05,0.723,10991,1.386
6020,2.147,8.8e-05,0.723,11801,1.386
6030,2.4834,8.8e-05,0.722,11807,1.386
6040,2.6396,8.7e-05,0.722,11734,1.386
6050,2.1587,8.7e-05,0.721,11745,1.386
6060,2.5327,8.7e-05,0.721,11731,1.386
6070,2.3721,8.7e-05,0.72,11752,1.386
6080,2.3003,8.7e-05,0.72,11836,1.386
6090,2.5303,8.7e-05,0.719,11779,1.386
6100,2.3569,8.7e-05,0.719,11741,1.386
6110,2.3735,8.7e-05,0.718,11737,1.386
6120,2.3696,8.7e-05,0.718,11742,1.386
6130,2.4175,8.7e-05,0.718,11756,1.386
6140,2.2148,8.7e-05,0.717,11746,1.386
6150,2.3936,8.7e-05,0.717,11758,1.386
6160,2.5146,8.7e-05,0.716,11850,1.386
6170,2.2417,8.7e-05,0.716,11956,1.386
6180,2.3433,8.7e-05,0.715,11939,1.386
6190,2.5488,8.7e-05,0.715,11805,1.386
6200,2.4976,8.6e-05,0.714,11752,1.386
6210,2.3208,8.6e-05,0.714,11746,1.386
6220,2.2935,8.6e-05,0.713,11745,1.386
6230,2.4585,8.6e-05,0.713,11935,1.386
6240,2.272,8.6e-05,0.713,11916,1.386
6250,2.3618,8.6e-05,0.712,11935,1.386
6260,2.2397,8.6e-05,0.712,11926,1.386
6270,2.1694,8.6e-05,0.711,11888,1.386
6280,2.3848,8.6e-05,0.711,11911,1.386
6290,2.4639,8.6e-05,0.71,11726,1.386
6300,2.2061,8.6e-05,0.71,11930,1.386
6310,2.2686,8.6e-05,0.709,11927,1.386
6320,2.4219,8.6e-05,0.709,11960,1.386
6330,2.1733,8.6e-05,0.708,11950,1.386
6340,2.3555,8.6e-05,0.708,11789,1.386
6350,2.5068,8.6e-05,0.707,11759,1.386
6360,2.3804,8.5e-05,0.707,11755,1.386
6370,2.3252,8.5e-05,0.707,11749,1.386
6380,2.4023,8.5e-05,0.706,11740,1.386
6390,2.2964,8.5e-05,0.706,11879,1.386
6400,2.1855,8.5e-05,0.705,11881,1.386
6410,2.564,8.5e-05,0.705,11739,1.386
6420,2.1177,8.5e-05,0.704,11745,1.386
6430,2.3862,8.5e-05,0.704,11745,1.386
6440,2.5015,8.5e-05,0.703,11753,1.386
6450,2.248,8.5e-05,0.703,11750,1.386
6460,2.2583,8.5e-05,0.702,11749,1.386
6470,2.2549,8.5e-05,0.702,11749,1.386
6480,2.3306,8.5e-05,0.701,11797,1.386
6490,2.3188,8.5e-05,0.701,11941,1.386
6500,2.2964,8.5e-05,0.701,11964,1.386
6510,2.1948,8.5e-05,0.7,11950,1.386
6520,2.2646,8.4e-05,0.7,11957,1.386
6530,2.3354,8.4e-05,0.699,11954,1.386
6540,2.4893,8.4e-05,0.699,11904,1.386
6550,2.0869,8.4e-05,0.698,11731,1.386
6560,2.1753,8.4e-05,0.698,11901,1.386
6570,2.4136,8.4e-05,0.697,11756,1.386
6580,2.3564,8.4e-05,0.697,11720,1.386
6590,2.2603,8.4e-05,0.696,11714,1.386
6600,2.4355,8.4e-05,0.696,11753,1.386
6610,2.2036,8.4e-05,0.695,11754,1.386
6620,2.3735,8.4e-05,0.695,11735,1.386
6630,2.5879,8.4e-05,0.695,11745,1.386
6640,2.146,8.4e-05,0.694,11802,1.386
6650,2.3091,8.4e-05,0.694,11908,1.386
6660,2.2529,8.4e-05,0.693,11924,1.386
6670,2.3604,8.3e-05,0.693,11936,1.386
6680,2.3198,8.3e-05,0.692,11920,1.386
6690,2.2207,8.3e-05,0.692,11825,1.386
6700,2.1079,8.3e-05,0.691,11945,1.386
6710,2.5415,8.3e-05,0.691,11760,1.386
6720,2.3521,8.3e-05,0.69,11728,1.386
6730,2.9365,8.3e-05,0.69,11743,1.386
6740,2.1772,8.3e-05,0.689,11717,1.386
6750,2.2983,8.3e-05,0.689,11738,1.386
6760,2.2285,8.3e-05,0.689,11741,1.386
6770,2.3369,8.3e-05,0.688,11749,1.386
6780,2.1421,8.3e-05,0.688,11742,1.386
6790,2.3687,8.3e-05,0.687,11735,1.386
6800,2.4194,8.3e-05,0.687,11731,1.386
6810,2.2266,8.3e-05,0.686,11848,1.386
6820,2.4873,8.2e-05,0.686,11776,1.386
6830,2.6309,8.2e-05,0.685,11799,1.386
6840,2.4756,8.2e-05,0.685,11719,1.386
6850,2.1079,8.2e-05,0.684,11746,1.386
6860,2.0776,8.2e-05,0.684,11748,1.386
6870,2.2031,8.2e-05,0.683,11864,1.386
6880,2.3359,8.2e-05,0.683,11943,1.386
6890,2.1675,8.2e-05,0.683,11138,1.386
6900,2.4443,8.2e-05,0.682,10263,1.386
6910,2.1309,8.2e-05,0.682,11886,1.386
6920,2.147,8.2e-05,0.681,11938,1.386
6930,2.1211,8.2e-05,0.681,11955,1.386
6940,2.4189,8.2e-05,0.68,11928,1.386
6950,2.2583,8.2e-05,0.68,11873,1.386
6960,2.3135,8.2e-05,0.679,11753,1.386
6970,2.2324,8.1e-05,0.679,11763,1.386
6980,2.3438,8.1e-05,0.678,11795,1.386
6990,2.2554,8.1e-05,0.678,11979,1.386
7000,2.5244,8.1e-05,0.677,11848,1.386
7010,2.3311,8.1e-05,0.677,11054,1.386
7020,2.1045,8.1e-05,0.677,11720,1.386
7030,2.1099,8.1e-05,0.676,11906,1.386
7040,2.2456,8.1e-05,0.676,11929,1.386
7050,2.0845,8.1e-05,0.675,11957,1.386
7060,2.188,8.1e-05,0.675,11981,1.386
7070,2.3491,8.1e-05,0.674,11979,1.386
7080,2.2725,8.1e-05,0.674,11920,1.386
7090,2.4258,8.1e-05,0.673,11745,1.386
7100,2.373,8.1e-05,0.673,11746,1.386
7110,2.3818,8e-05,0.672,11730,1.386
7120,2.3228,8e-05,0.672,11739,1.386
7130,2.2119,8e-05,0.671,11953,1.386
7140,2.0386,8e-05,0.671,11968,1.386
7150,2.1753,8e-05,0.671,11955,1.386
7160,2.5923,8e-05,0.67,11806,1.386
7170,1.9756,8e-05,0.67,11723,1.386
7180,2.4434,8e-05,0.669,11736,1.386
7190,2.291,8e-05,0.669,11877,1.386
7200,2.3042,8e-05,0.668,11941,1.386
7210,2.1973,8e-05,0.668,11888,1.386
7220,2.4824,8e-05,0.667,11768,1.386
7230,2.1279,8e-05,0.667,11747,1.386
7240,2.3906,8e-05,0.666,11757,1.386
7250,2.4771,7.9e-05,0.666,11944,1.386
7260,2.519,7.9e-05,0.666,11841,1.386
7270,2.1152,7.9e-05,0.665,11881,1.386
7280,2.1826,7.9e-05,0.665,11936,1.386
7290,2.2354,7.9e-05,0.664,11888,1.386
7300,2.4707,7.9e-05,0.664,11732,1.386
7310,2.6709,7.9e-05,0.663,11740,1.386
7320,2.2075,7.9e-05,0.663,11733,1.386
7330,2.2095,7.9e-05,0.662,11919,1.386
7340,2.3018,7.9e-05,0.662,11762,1.386
7350,2.3916,7.9e-05,0.661,11740,1.386
7360,2.1636,7.9e-05,0.661,11755,1.386
7370,2.0327,7.9e-05,0.66,11780,1.386
7380,2.2407,7.9e-05,0.66,11766,1.386
7390,2.48,7.8e-05,0.66,11762,1.386
7400,2.3149,7.8e-05,0.659,11735,1.386
7410,2.4751,7.8e-05,0.659,11726,1.386
7420,2.1641,7.8e-05,0.658,11614,1.386
7430,2.2456,7.8e-05,0.658,11931,1.386
7440,2.1733,7.8e-05,0.657,11779,1.386
7450,2.2095,7.8e-05,0.657,11757,1.386
7460,2.5371,7.8e-05,0.656,11724,1.386
7470,2.311,7.8e-05,0.656,11756,1.386
7480,2.291,7.8e-05,0.655,11754,1.386
7490,2.2085,7.8e-05,0.655,11955,1.386
7500,2.1104,7.8e-05,0.654,11946,1.386
7510,2.25,7.8e-05,0.654,11943,1.386
7520,2.2998,7.7e-05,0.654,11816,1.386
7530,2.4116,7.7e-05,0.653,11758,1.386
7540,2.3857,7.7e-05,0.653,11736,1.386
7550,2.2041,7.7e-05,0.652,11848,1.386
7560,2.0332,7.7e-05,0.652,11840,1.386
7570,2.1436,7.7e-05,0.651,11955,1.386
7580,2.1714,7.7e-05,0.651,11950,1.386
7590,2.249,7.7e-05,0.65,11972,1.386
7600,1.957,7.7e-05,0.65,11953,1.386
7610,2.1343,7.7e-05,0.649,11967,1.386
7620,2.1851,7.7e-05,0.649,11886,1.386
7630,2.5059,7.7e-05,0.648,11745,1.386
7640,2.5996,7.7e-05,0.648,11761,1.386
7650,2.311,7.6e-05,0.648,11882,1.386
7660,2.2173,7.6e-05,0.647,11943,1.386
7670,2.2925,7.6e-05,0.647,11913,1.386
7680,2.2524,7.6e-05,0.646,11744,1.386
7690,2.311,7.6e-05,0.646,11751,1.386
7700,2.3438,7.6e-05,0.645,11817,1.386
7710,2.1465,7.6e-05,0.645,11742,1.386
7720,2.0586,7.6e-05,0.644,11722,1.386
7730,2.3706,7.6e-05,0.644,11734,1.386
7740,2.4102,7.6e-05,0.643,11731,1.386
7750,2.3154,7.6e-05,0.643,11724,1.386
7760,1.9912,7.6e-05,0.642,11853,1.386
7770,2.2314,7.6e-05,0.642,11812,1.386
7780,2.2168,7.5e-05,0.642,11752,1.386
7790,2.3589,7.5e-05,0.641,11735,1.386
7800,2.3179,7.5e-05,0.641,11746,1.386
7810,2.1011,7.5e-05,0.64,11741,1.386
7820,2.3184,7.5e-05,0.64,11736,1.386
7830,2.2671,7.5e-05,0.639,11754,1.386
7840,2.2285,7.5e-05,0.639,11931,1.386
7850,2.1587,7.5e-05,0.638,11948,1.386
7860,2.1567,7.5e-05,0.638,11942,1.386
7870,2.1743,7.5e-05,0.637,11941,1.386
7880,2.0757,7.5e-05,0.637,11748,1.386
7890,2.3008,7.5e-05,0.636,11912,1.386
7900,2.0845,7.5e-05,0.636,11734,1.386
7910,2.2036,7.4e-05,0.636,11735,1.386
7920,2.1626,7.4e-05,0.635,11731,1.386
7930,2.2339,7.4e-05,0.635,11714,1.386
7940,2.2188,7.4e-05,0.634,11735,1.386
7950,2.4258,7.4e-05,0.634,11714,1.386
7960,2.3511,7.4e-05,0.633,11708,1.386
7970,2.1885,7.4e-05,0.633,11723,1.386
7980,2.1045,7.4e-05,0.632,11735,1.386
7990,2.1177,7.4e-05,0.632,11731,1.386
8000,2.1504,7.4e-05,0.631,11717,1.386
8010,2.084,7.4e-05,0.631,11022,1.386
8020,2.2437,7.4e-05,0.63,11750,1.386
8030,2.2686,7.4e-05,0.63,11744,1.386
8040,2.082,7.3e-05,0.63,11782,1.386
8050,2.0342,7.3e-05,0.629,11930,1.386
8060,2.127,7.3e-05,0.629,11924,1.386
8070,2.333,7.3e-05,0.628,11801,1.386
8080,2.0537,7.3e-05,0.628,11740,1.386
8090,2.2017,7.3e-05,0.627,11749,1.386
8100,2.1597,7.3e-05,0.627,11816,1.386
8110,2.1338,7.3e-05,0.626,11950,1.386
8120,2.1572,7.3e-05,0.626,11940,1.386
8130,2.0088,7.3e-05,0.625,11933,1.386
8140,2.0425,7.3e-05,0.625,11940,1.386
8150,2.1953,7.3e-05,0.624,11841,1.386
8160,2.1421,7.3e-05,0.624,11736,1.386
8170,2.1006,7.2e-05,0.624,11730,1.386
8180,2.187,7.2e-05,0.623,11858,1.386
8190,2.1313,7.2e-05,0.623,11739,1.386
8200,2.0356,7.2e-05,0.622,11756,1.386
8210,2.1284,7.2e-05,0.622,11751,1.386
8220,2.1304,7.2e-05,0.621,11786,1.386
8230,2.1958,7.2e-05,0.621,11795,1.386
8240,2.168,7.2e-05,0.62,11751,1.386
8250,2.0684,7.2e-05,0.62,11745,1.386
8260,1.9951,7.2e-05,0.619,11865,1.386
8270,1.9585,7.2e-05,0.619,11953,1.386
8280,2.2036,7.2e-05,0.618,11950,1.386
8290,2.1123,7.1e-05,0.618,11916,1.386
8300,2.499,7.1e-05,0.618,11738,1.386
8310,2.3403,7.1e-05,0.617,11755,1.386
8320,2.6069,7.1e-05,0.617,11736,1.386
8330,2.3105,7.1e-05,0.616,11748,1.386
8340,2.2456,7.1e-05,0.616,11760,1.386
8350,2.3584,7.1e-05,0.615,11951,1.386
8360,2.1265,7.1e-05,0.615,11986,1.386
8370,2.0996,7.1e-05,0.614,11952,1.386
8380,2.1006,7.1e-05,0.614,11883,1.386
8390,2.1899,7.1e-05,0.613,11733,1.386
8400,2.2158,7.1e-05,0.613,11917,1.386
8410,2.2402,7e-05,0.613,11927,1.386
8420,2.2261,7e-05,0.612,11866,1.386
8430,2.0806,7e-05,0.612,11779,1.386
8440,2.0054,7e-05,0.611,11964,1.386
8450,2.2173,7e-05,0.611,11769,1.386
8460,2.2061,7e-05,0.61,11947,1.386
8470,1.936,7e-05,0.61,11968,1.386
8480,2.2329,7e-05,0.609,11877,1.386
8490,2.1489,7e-05,0.609,11727,1.386
8500,2.1064,7e-05,0.608,11733,1.386
8510,2.0288,7e-05,0.608,11950,1.386
8520,2.376,7e-05,0.607,11905,1.386
8530,2.2124,6.9e-05,0.607,11759,1.386
8540,2.2109,6.9e-05,0.607,11730,1.386
8550,2.2456,6.9e-05,0.606,11898,1.386
8560,2.2329,6.9e-05,0.606,11744,1.386
8570,2.3408,6.9e-05,0.605,11751,1.386
8580,2.1655,6.9e-05,0.605,11748,1.386
8590,2.2495,6.9e-05,0.604,11730,1.386
8600,2.2554,6.9e-05,0.604,11694,1.386
8610,2.2441,6.9e-05,0.603,11724,1.386
8620,2.1494,6.9e-05,0.603,11735,1.386
8630,2.2617,6.9e-05,0.602,11764,1.386
8640,2.1611,6.9e-05,0.602,11758,1.386
8650,2.3164,6.9e-05,0.601,11744,1.386
8660,2.2578,6.8e-05,0.601,11737,1.386
8670,2.5259,6.8e-05,0.601,11738,1.386
8680,2.4395,6.8e-05,0.6,11736,1.386
8690,2.1455,6.8e-05,0.6,11869,1.386
8700,2.4053,6.8e-05,0.599,11838,1.386
8710,2.4219,6.8e-05,0.599,11679,1.386
8720,2.3311,6.8e-05,0.598,11733,1.386
8730,2.2598,6.8e-05,0.598,11736,1.386
8740,2.2939,6.8e-05,0.597,11741,1.386
8750,2.4033,6.8e-05,0.597,11879,1.386
8760,2.3975,6.8e-05,0.596,11878,1.386
8770,2.3975,6.8e-05,0.596,11728,1.386
8780,2.4883,6.7e-05,0.595,11741,1.386
8790,2.2886,6.7e-05,0.595,11736,1.386
8800,2.2979,6.7e-05,0.595,11739,1.386
8810,2.3193,6.7e-05,0.594,11846,1.386
8820,2.2271,6.7e-05,0.594,11943,1.386
8830,2.2617,6.7e-05,0.593,11940,1.386
8840,2.0308,6.7e-05,0.593,11749,1.386
8850,2.3726,6.7e-05,0.592,11775,1.386
8860,2.4536,6.7e-05,0.592,11670,1.386
8870,2.3813,6.7e-05,0.591,11759,1.386
8880,2.2188,6.7e-05,0.591,11744,1.386
8890,2.3701,6.6e-05,0.59,11722,1.386
8900,2.1436,6.6e-05,0.59,11757,1.386
8910,2.0293,6.6e-05,0.589,11852,1.386
8920,2.2119,6.6e-05,0.589,11743,1.386
8930,2.1812,6.6e-05,0.589,11687,1.386
8940,2.084,6.6e-05,0.588,11734,1.386
8950,2.0708,6.6e-05,0.588,11736,1.386
8960,2.0884,6.6e-05,0.587,11757,1.386
8970,2.2017,6.6e-05,0.587,10590,1.386
8980,2.0376,6.6e-05,0.586,11568,1.386
8990,2.0835,6.6e-05,0.586,11785,1.386
9000,2.3022,6.6e-05,0.585,11976,1.386
9010,2.1333,6.5e-05,0.585,11068,1.386
9020,2.0908,6.5e-05,0.584,11954,1.386
9030,2.2319,6.5e-05,0.584,11878,1.386
9040,2.1025,6.5e-05,0.583,11977,1.386
9050,2.0195,6.5e-05,0.583,11950,1.386
9060,2.0415,6.5e-05,0.583,11935,1.386
9070,2.3716,6.5e-05,0.582,11802,1.386
9080,2.4121,6.5e-05,0.582,11748,1.386
9090,2.1572,6.5e-05,0.581,11752,1.386
9100,2.4121,6.5e-05,0.581,11631,1.386
9110,2.3638,6.5e-05,0.58,11727,1.386
9120,2.1294,6.5e-05,0.58,11708,1.386
9130,2.5254,6.4e-05,0.579,11749,1.386
9140,2.2578,6.4e-05,0.579,11741,1.386
9150,2.3696,6.4e-05,0.578,11557,1.386
9160,2.3379,6.4e-05,0.578,11764,1.386
9170,2.207,6.4e-05,0.577,11746,1.386
9180,2.1309,6.4e-05,0.577,11305,1.386
9190,2.2524,6.4e-05,0.577,11744,1.386
9200,2.5645,6.4e-05,0.576,11664,1.386
9210,2.3008,6.4e-05,0.576,11749,1.386
9220,1.9678,6.4e-05,0.575,11770,1.386
9230,1.9053,6.4e-05,0.575,11946,1.386
9240,2.1558,6.3e-05,0.574,11967,1.386
9250,1.9653,6.3e-05,0.574,11943,1.386
9260,2.1289,6.3e-05,0.573,11876,1.386
9270,2.1318,6.3e-05,0.573,11821,1.386
9280,2.1406,6.3e-05,0.572,11740,1.386
9290,2.2271,6.3e-05,0.572,11754,1.386
9300,1.9229,6.3e-05,0.571,11727,1.386
9310,2.0161,6.3e-05,0.571,11905,1.386
9320,2.1401,6.3e-05,0.571,11839,1.386
9330,2.0337,6.3e-05,0.57,11742,1.386
9340,1.918,6.3e-05,0.57,11895,1.386
9350,1.8853,6.3e-05,0.569,11865,1.386
9360,2.3242,6.2e-05,0.569,11741,1.386
9370,2.0825,6.2e-05,0.568,11723,1.386
9380,2.2051,6.2e-05,0.568,11741,1.386
9390,2.0796,6.2e-05,0.567,11738,1.386
9400,2.6064,6.2e-05,0.567,11735,1.386
9410,1.9785,6.2e-05,0.566,11718,1.386
9420,2.1831,6.2e-05,0.566,11721,1.386
9430,2.2837,6.2e-05,0.566,11771,1.386
9440,2.1431,6.2e-05,0.565,11827,1.386
9450,2.0464,6.2e-05,0.565,11420,1.386
9460,2.2485,6.2e-05,0.564,11845,1.386
9470,2.2153,6.2e-05,0.564,11738,1.386
9480,2.1108,6.1e-05,0.563,11739,1.386
9490,2.2959,6.1e-05,0.563,11743,1.386
9500,2.3979,6.1e-05,0.562,11750,1.386
9510,2.1758,6.1e-05,0.562,11801,1.386
9520,2.1484,6.1e-05,0.561,11733,1.386
9530,2.2251,6.1e-05,0.561,11729,1.386
9540,2.3862,6.1e-05,0.56,11759,1.386
9550,1.9429,6.1e-05,0.56,11752,1.386
9560,2.4238,6.1e-05,0.56,11710,1.386
9570,2.2095,6.1e-05,0.559,11834,1.386
9580,2.1841,6.1e-05,0.559,11717,1.386
9590,2.3062,6e-05,0.558,11729,1.386
9600,2.2222,6e-05,0.558,11941,1.386
9610,2.0996,6e-05,0.557,11941,1.386
9620,2.0454,6e-05,0.557,11921,1.386
9630,2.0195,6e-05,0.556,11976,1.386
9640,2.0039,6e-05,0.556,11958,1.386
9650,2.2139,6e-05,0.555,11942,1.386
9660,2.2407,6e-05,0.555,11754,1.386
9670,2.0376,6e-05,0.554,11734,1.386
9680,2.1411,6e-05,0.554,11749,1.386
9690,2.0601,6e-05,0.554,11744,1.386
9700,2.2026,5.9e-05,0.553,11757,1.386
9710,2.0576,5.9e-05,0.553,11743,1.386
9720,2.3394,5.9e-05,0.552,11754,1.386
9730,2.1304,5.9e-05,0.552,11943,1.386
9740,2.2246,5.9e-05,0.551,11885,1.386
9750,2.2046,5.9e-05,0.551,11737,1.386
9760,2.395,5.9e-05,0.55,11723,1.386
9770,2.2607,5.9e-05,0.55,11749,1.386
9780,2.0952,5.9e-05,0.549,11812,1.386
9790,2.2178,5.9e-05,0.549,11751,1.386
9800,2.2734,5.9e-05,0.548,11756,1.386
9810,2.0244,5.9e-05,0.548,11820,1.386
9820,2.062,5.8e-05,0.548,11935,1.386
9830,2.0098,5.8e-05,0.547,11807,1.386
9840,2.0923,5.8e-05,0.547,11927,1.386
9850,2.3965,5.8e-05,0.546,11733,1.386
9860,2.1636,5.8e-05,0.546,11744,1.386
9870,2.2324,5.8e-05,0.545,11720,1.386
9880,2.0562,5.8e-05,0.545,11725,1.386
9890,2.1646,5.8e-05,0.544,11744,1.386
9900,2.1548,5.8e-05,0.544,11872,1.386
9910,1.9849,5.8e-05,0.543,11895,1.386
9920,1.9438,5.8e-05,0.543,11925,1.386
9930,2.1401,5.7e-05,0.542,11952,1.386
9940,2.1182,5.7e-05,0.542,11938,1.386
9950,2.0957,5.7e-05,0.542,11945,1.386
9960,1.9331,5.7e-05,0.541,11948,1.386
9970,2.1914,5.7e-05,0.541,11875,1.386
9980,2.0845,5.7e-05,0.54,11745,1.386
9990,2.2817,5.7e-05,0.54,11733,1.386
10000,2.2573,5.7e-05,0.539,11744,1.386
10010,2.0527,5.7e-05,0.539,11723,1.386
10020,2.0991,5.7e-05,0.538,11703,1.386
10030,2.1865,5.7e-05,0.538,11722,1.386
10040,2.1362,5.6e-05,0.537,10533,1.386
10050,2.0723,5.6e-05,0.537,11784,1.386
10060,2.1094,5.6e-05,0.536,11936,1.386
10070,2.1313,5.6e-05,0.536,11917,1.386
10080,2.0308,5.6e-05,0.536,11934,1.386
10090,2.021,5.6e-05,0.535,11922,1.386
10100,2.0332,5.6e-05,0.535,11916,1.386
10110,1.9204,5.6e-05,0.534,11905,1.386
10120,1.7944,5.6e-05,0.534,11923,1.386
10130,1.9023,5.6e-05,0.533,11925,1.386
10140,1.8428,5.6e-05,0.533,10682,1.386
10150,2.0024,5.6e-05,0.532,11212,1.386
10160,1.9282,5.5e-05,0.532,11917,1.386
10170,1.9868,5.5e-05,0.531,11819,1.386
10180,1.9556,5.5e-05,0.531,11716,1.386
10190,2.0337,5.5e-05,0.53,11719,1.386
10200,2.0825,5.5e-05,0.53,11713,1.386
10210,2.0093,5.5e-05,0.53,11712,1.386
10220,1.9941,5.5e-05,0.529,11789,1.386
10230,2.1274,5.5e-05,0.529,11936,1.386
10240,1.856,5.5e-05,0.528,11935,1.386
10250,2.0234,5.5e-05,0.528,11926,1.386
10260,2.1299,5.5e-05,0.527,11725,1.386
10270,2.0366,5.4e-05,0.527,11694,1.386
10280,2.5742,5.4e-05,0.526,11689,1.386
10290,1.9487,5.4e-05,0.526,11702,1.386
10300,1.8521,5.4e-05,0.525,11841,1.386
10310,2.0215,5.4e-05,0.525,11880,1.386
10320,1.9761,5.4e-05,0.524,11907,1.386
10330,1.9673,5.4e-05,0.524,11791,1.386
10340,2.106,5.4e-05,0.524,11699,1.386
10350,2.0811,5.4e-05,0.523,11717,1.386
10360,1.9409,5.4e-05,0.523,11713,1.386
10370,1.833,5.4e-05,0.522,11728,1.386
10380,2.1128,5.3e-05,0.522,11702,1.386
10390,2.1558,5.3e-05,0.521,11690,1.386
10400,2.2007,5.3e-05,0.521,11692,1.386
10410,1.8994,5.3e-05,0.52,11709,1.386
10420,2.3613,5.3e-05,0.52,11692,1.386
10430,2.0444,5.3e-05,0.519,11805,1.386
10440,2.0811,5.3e-05,0.519,11771,1.386
10450,1.9658,5.3e-05,0.519,11721,1.386
10460,2.2593,5.3e-05,0.518,11723,1.386
10470,2.1548,5.3e-05,0.518,11725,1.386
10480,2.1919,5.3e-05,0.517,11722,1.386
10490,1.9741,5.2e-05,0.517,11718,1.386
10500,2.0342,5.2e-05,0.516,11728,1.386
10510,2.146,5.2e-05,0.516,11723,1.386
10520,2.0391,5.2e-05,0.515,11723,1.386
10530,2.0229,5.2e-05,0.515,11719,1.386
10540,1.8794,5.2e-05,0.514,11731,1.386
10550,1.9287,5.2e-05,0.514,11732,1.386
10560,2.0459,5.2e-05,0.513,11727,1.386
10570,1.8765,5.2e-05,0.513,11713,1.386
10580,1.8101,5.2e-05,0.513,11716,1.386
10590,2.1763,5.2e-05,0.512,11718,1.386
10600,1.8115,5.1e-05,0.512,11703,1.386
10610,1.9023,5.1e-05,0.511,11718,1.386
10620,1.854,5.1e-05,0.511,11885,1.386
10630,1.9175,5.1e-05,0.51,11913,1.386
10640,1.9067,5.1e-05,0.51,11907,1.386
10650,2.0703,5.1e-05,0.509,11901,1.386
10660,2.5454,5.1e-05,0.509,11722,1.386
10670,1.9243,5.1e-05,0.508,11854,1.386
10680,1.9502,5.1e-05,0.508,11931,1.386
10690,2.1133,5.1e-05,0.507,11922,1.386
10700,2.3423,5.1e-05,0.507,11847,1.386
10710,1.8813,5e-05,0.507,11700,1.386
10720,1.8931,5e-05,0.506,11904,1.386
10730,2.2876,5e-05,0.506,11889,1.386
10740,2.3623,5e-05,0.505,11898,1.386
10750,1.9526,5e-05,0.505,11868,1.386
10760,2.0439,5e-05,0.504,11714,1.386
10770,1.9795,5e-05,0.504,11936,1.386
10780,1.8613,5e-05,0.503,11900,1.386
10790,2.1685,5e-05,0.503,11763,1.386
10800,1.9346,5e-05,0.502,11862,1.386
10810,2.0273,5e-05,0.502,11963,1.386
10820,2.0713,5e-05,0.501,11757,1.386
10830,2.041,4.9e-05,0.501,11754,1.386
10840,2.4253,4.9e-05,0.501,11778,1.386
10850,1.8301,4.9e-05,0.5,11756,1.386
10860,1.7773,4.9e-05,0.5,11939,1.386
10870,1.8608,4.9e-05,0.499,11905,1.386
10880,1.7744,4.9e-05,0.499,11918,1.386
